id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.cardmarket_id,info.tcgplayer_id,info.reprint,info.set_type,info.acorn,info.image_seq,info.content_warning,info.isPauperCommander,info.isCovered,info.allRaritiesMask,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.flavor_text,info.coolStuffIncUrl,info.power,info.toughness,info.frame_effects,info.coolStuffIncFoilUrl,Deck Section,info.arena_id,info.starcitygames_sku,info.starcitygames_url,info.starcitygames_foil_sku,info.starcitygames_foil_url,info.manapool_url,info.starcitygames_etched_sku,info.starcitygames_etched_url,info.cardKingdomUrl,info.multiverse_ids,info.mtgo_id,info.cardkingdom_id
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,w7jRd,YnNPv,a094fa16-256f-4fb1-9738-3025085d1941,soc,Secrets of Strixhaven Commander,The Goose Mother,312,normal,2.0,3,Legendary Creature — Bird Hydra,"Flying
The Goose Mother enters with X +1/+1 counters on it.
When The Goose Mother enters, create half X Food tokens, rounded up.
Whenever The Goose Mother attacks, you may sacrifice a Food. If you do, draw a card.",{X}{G}{U},"['G', 'U']",[],"['G', 'U']","{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,"{'usd': 1.5, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Jesper Ejsing,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=The+Goose+Mother&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=The+Goose+Mother&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687632%3Fpage%3D1,False,2026-04-24,3179.0,,687632.0,True,commander,False,290861521,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,['legendary'],,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,pD7Jq,kylW4,5b95e07d-fb9f-4f0b-8d7c-43a1548c1bb1,soc,Secrets of Strixhaven Commander,Primal Might,283,normal,1.0,4,Sorcery,Target creature you control gets +X/+X until end of turn. Then it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.),{X}{G},['G'],[],['G'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Randy Vargas,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Primal+Might&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Primal+Might&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687563%3Fpage%3D1,False,2026-04-24,4270.0,,687563.0,True,commander,False,290861374,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The shaman looked at the world through Ghalta's eyes and understood that everything else was his prey.,,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,J7ABp,YxbP9,dbc3447e-1329-4ea1-b4ca-b321b0ffec8f,sos,Secrets of Strixhaven,Paradox Gardens,258,normal,0.0,8,Land,"This land enters tapped.
{T}: Add {G} or {U}.
{2}{G}{U}, {T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",,[],[],"['G', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,common,black,False,en,True,False,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Leon Tukker,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Paradox+Gardens&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products?idProduct=881766&referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687425%3Fpage%3D1,True,2026-04-24,30718.0,881766.0,687425.0,False,expansion,False,291098625,False,False,True,1,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A vast expanse that alters the rules of nature, offering a glimpse into the very structure of reality.",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,za0oN,Ylgpy,7caedde3-8a02-4384-b8f5-5529b0ed27a5,soc,Secrets of Strixhaven Commander,Nature's Lore,278,normal,2.0,4,Sorcery,"Search your library for a Forest card, put that card onto the battlefield, then shuffle.",{1}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,True,True,False,"{'usd': 2.5, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Julie Dillon,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Nature%27s+Lore&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Nature%27s+Lore&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687543%3Fpage%3D1,False,2026-04-24,30.0,,687543.0,True,commander,False,290861333,False,False,True,7,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From the cracks in the stone, she reads stories of the past. From the swirling vines, she glimpses visions of the future.",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,BDZBj,YlOvG,d74f59cd-0b58-4dbc-a4e7-742b012ba749,soc,Secrets of Strixhaven Commander,Three Visits,289,normal,2.0,4,Sorcery,"Search your library for a Forest card, put it onto the battlefield, then shuffle.",{1}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,True,True,False,"{'usd': 7.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Yeong-Hao Han,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Three+Visits&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Three+Visits&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687584%3Fpage%3D1,False,2026-04-24,45.0,,687584.0,True,commander,False,290861518,False,False,True,7,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Those who love the woods only wish to spread its majesty.,,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,NAPo1,YxlVJ,2a000bb0-1dc4-4fda-b26d-d89cc8daf930,soc,Secrets of Strixhaven Commander,Beast Within,263,normal,3.0,5,Instant,Destroy target permanent. Its controller creates a 3/3 green Beast creature token.,{2}{G},['G'],[],['G'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Jesper Ejsing,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Beast+Within&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Beast+Within&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687484%3Fpage%3D1,False,2026-04-24,24.0,,687484.0,True,commander,False,290861035,False,False,True,30,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Monsters dwell in every heart. We only think civilization tames them.""
―Euphemia, Nexus watcher",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,ZM0b7,YxzQy,f4c1500b-1f4c-4d33-810c-25e3bb0a4666,soc,Secrets of Strixhaven Commander,Yavimaya Coast,425,normal,0.0,8,Land,"{T}: Add {C}.
{T}: Add {G} or {U}. This land deals 1 damage to you.",,[],[],"['G', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Jesper Ejsing,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Yavimaya+Coast&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Yavimaya+Coast&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687588%3Fpage%3D1,False,2026-04-24,134.0,,687588.0,True,commander,False,290861588,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As magnigoth trees expanded across the sea into Almaaz and New Argive, it became clear Yavimaya's borders were never confined by its coastline.",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,qxlNJ,k7b3p,4d267ed8-e760-4f92-962b-f83dea822c45,soc,Secrets of Strixhaven Commander,Eureka Moment,308,normal,4.0,5,Instant,Draw two cards. You may put a land card from your hand onto the battlefield.,{2}{G}{U},"['G', 'U']",[],"['G', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,common,black,False,en,True,True,True,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Anna Steinbauer,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Eureka+Moment&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Eureka+Moment&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687628%3Fpage%3D1,False,2026-04-24,2023.0,,687628.0,True,commander,False,290861155,False,False,True,1,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""At first, the equations were simply numbers. But in those numbers I saw a story, and in that story I saw a pattern, and suddenly it all fit together!""",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,yD38P,E6VvZ,df797e0d-8ae2-4fdb-a33d-4ba7852b0172,soc,Secrets of Strixhaven Commander,Flooded Grove,373,normal,0.0,8,Land,"{T}: Add {C}.
{G/U}, {T}: Add {G}{G}, {G}{U}, or {U}{U}.",,[],[],"['G', 'U']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Dave Kendall,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Flooded+Grove&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Flooded+Grove&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fsearch%2Fmagic%2Fproduct%3FproductLineName%3Dmagic%26q%3DFlooded%2BGrove%26view%3Dgrid,False,2026-04-24,322.0,,,True,commander,False,290861193,False,False,True,12,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At full moon, the river seeps over its banks and crawls through the woods like a blanket of serpents.",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,x76QR,Yo0Wy,e2a27742-08c1-4153-af7f-25a7a98f585e,soc,Secrets of Strixhaven Commander,Reliquary Tower,398,normal,0.0,8,Land,"You have no maximum hand size.
{T}: Add {C}.",,[],[],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,True,True,True,"{'usd': 1.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Jesper Ejsing,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Reliquary+Tower&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Reliquary+Tower&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687486%3Fpage%3D1,False,2026-04-24,10.0,,687486.0,True,commander,False,290861414,False,False,True,6,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Once guarded by the Knights of the Reliquary, the tower stands now protected only by its own remoteness, its dusty treasures open to plunder by anyone.",,,,,,,,,,,,,,,,,,
n04Kmx,Quandrix Unlimited (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,59.0,26802.0,2.0,https://moxfield.com/decks/gGtJmNlez06i3p6Kved35g,gGtJmNlez06i3p6Kved35g,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,n4PQy,YMwr0,cf5fe687-91e0-4a2b-b973-3190c268a8e2,soc,Secrets of Strixhaven Commander,Perplexing Test,197,normal,5.0,5,Instant,"Choose one —
• Return all creature tokens to their owners' hands.
• Return all nontoken creatures to their owners' hands.",{3}{U}{U},['U'],[],['U'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,True,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Fariba Khamseh,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Perplexing+Test&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Perplexing+Test&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687426%3Fpage%3D1,False,2026-04-24,2145.0,,687426.0,True,commander,False,290861371,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Your proofs were a bit nontraditional, but effective nonetheless. Full marks.""",,,,,,,,,,,,,,,,,,
